[Normal Axes]|en|fi|pt|ru|zh|ja|ko|de|fr|sp|pl
armors_gladiators_demise|Gladiator's Demise|Gladiaattorin Kuolema|Morte do Gladiador|Гибель гладиатора|角鬥士的餽贈|剣闘士の終焉|검투사의 최후 (Gladiator's Demise)|Brustplatte des Gladiators|Mort du gladiateur|Ocaso del Gladiador|Zguba Gladiatora
armors_hellfire_cuirass|Hellfire Cuirass|Pätsin Rintapanssari|Couraça do Fogo do Inferno|Кираса из Адского пламени|地獄火胸甲|地獄の炎のキュイラス|지옥불 흉갑 (Hellfire Cuirass)|Höllenfeuerkürass|Cuirasse de feu infernal|Coraza de Fuego Infernal|Cuirass Piekielnego Ognia
armors_devils_cocoon|Devil's Cocoon|Paholaisen Koppa|Casulo do Demônio|Кокон дьявола|惡魔之繭|悪魔の繭|악마의 고치 (Devil's Cocoon)|Brustplatte des Teufels|Cocon du diable|Capullo del Diablo|Kokos Diabła
armors_mevius_mighty_plate|Mevius' Mighty Plate|Meviuksen Mahtava Pelti|Placa Poderosa de Mevius|Могучая Тарелка Мевиуса|梅維烏斯的強力板甲|メビウスの偉大なプレート|뫼비우스의 강력한 판금 (Mevius' Mighty Plate)|Mevius' Mächtige Platte|Armure de plates puissante de Mevius|Placa Poderosa de Mevius|Potężna Płyta Meviusa
armors_anubis_torso|Anubis Torso|Anubis Vartalo|Tronco de Anúbis|Торс Анубиса|阿努比斯之軀|アヌビスの胴|아누비스 흉부 갑옷 (Anubis Torso)|Anubis' Torso|Torse d'Anubis|Torso de Anubis|Tułów Anubisa
armors_genjis_battle_armor|Genji's Battle Armor|Genjin Taistelupanssari|Armadura de Batalha de Genji|Боевые доспехи Гэндзи|源氏戰甲|ゲンジのバトル・アーマー|겐지 전투 갑옷 (Genji's Battle Armor)|Genjis Brustplatte|Armure de combat de Genji|Armadura de Batalla de Genji|Bitewna Zbroja Genjiego
armors_satans_cuirass|Satan's Cuirass|Saatanan Rintapanssari|Couraça de Satã|Кираса сатаны|撒旦胸甲|サタンのキュイラス|사탄의 흉갑 (Satan's Cuirass)|Satans Brustplatte|Cuirasse de Satan|Coraza de Satán|Cuirass Satana
armors_sand_kings_scarab|Sand King's Scarab|Hiekkakuninkaan Skarabi|Escaravelho do Rei da Areia|Скарабей Песчаного короля|沙王聖甲蟲|サンド・キングのスカラベ|모래왕의 스카라브 (Sand King's Scarab)|Brustplatte des Königs der Sande|Porte-plaque du roi des sables|Escarabajo del Rey de la Arena|Skarabeusz Piaskowego Króla
armors_ice_howls_cuirass|Ice Howl's Cuirass|Jääulvojan Rintapanssari|Couraça do Uivo Congelado|Кираса Ледяного Воя|冰嚎胸甲|アイスハウルのキュイラス|얼음 울음 흉갑 (Ice Howl's Cuirass)|Eisgeheuls Kürass|Cuirasse de glace de Hurlevent|Coraza del Aullido de Hielo|Cuirass Wyja Howla
armors_grandwizards_robe|Grandwizard's Robe|Suurvelhon Viitta|Manto do Grão-Mago|Мантия Великого Волшебника|大巫師長袍|グランドウィザードのローブ|대마법사의 로브 (Grandwizard's Robe)|Brustplatte des Großmagiers|Robe de l'archimage|Túnica del Gran Hechicero|Szata Wielkiego Czarodzieja
armors_zeus_body_armor|Zeus' Body Armor|Zeuksen Panssari|Peitoral de Zeus|Бронежилет Зевса|宙斯盔甲|ゼウスの胴甲|제우스의 몸체 갑옷 (Zeus' Body Armor)|Zeus' Körperpanzerung|Armure de Zeus|Armadura de Zeus|Zbroja Korpusu Zeusa
armors_rednecks_shirt|Redneck's Shirt|Punaniskan Paita|Camisa do Caipira|Рубашка деревенщины|鄉下人襯衫|レッドネックのシャツ|레드넥의 셔츠 (Redneck's Shirt)|Redneck-Hemd|Chemise de redneck|Camisa de Palurdo|Koszulka Rednecka
armors_pirate_captains_shirt|Pirate Captain's Shirt|Merirosvokapteenin Paita|Camisa do Capitão Pirata|Рубашка Капитана пиратов|海盜船長襯衫|海賊船長のシャツ|해적 선장의 셔츠 (Pirate Captain's Shirt)|Hemd des Piratenkapitäns|Chemise de capitaine|Camisa de Capitán Pirata|Koszulka Kapitana Piratów
armors_death_lords_bone_armor|Death Lord's Bone Armor|Kuolemanherran Luupanssari|Armadura de Ossos do Senhor da Morte|Костяные доспехи Повелителя Смерти|死亡領主骨甲|デス・ロードの骨の鎧|죽음 군주의 뼈 갑옷 (Death Lord's Bone Armor)|Knochenrüstung des Todeslords|Armure d'os de seigneur de la mort|Armadura de Hueso del Señor de la Muerte|Kościana Zbroja Władcy Śmierci
armors_thors_chest_armor|Thor's Chest Armor|Odinin Rintapanssari|Peitoral de Thor|Нагрудный доспех Тора|索爾胸甲|オーディンのチェスト・アーマー|토르의 흉부 갑옷 (Thor's Chest Armor)|Odins Brustrüstung|Armure de Thor|Armadura de Pecho de Thor|Napierśnik Thora
armors_cuirass_of_blood|Cuirass of Blood|Veren Rintapanssari|Couraça Ensanguentada |Кровавая кираса|血胸甲|血のキュイラス|피의 흉갑 (Cuirass of Blood)|Kürass des Blutes|Cuirasse de sang|Coraza de Sangre|Cuirass Krwi
armors_magisters_robe|Magister's Robe|Velhon Viitta|Manto do Mestre|Мантия магистра|魔導師長袍|マギステル・ローブ|매지스터의 로브 (Magister's Robe)|Gewand des Magisters|Robe de magister|Túnica de Magíster|Szata Magistra
armors_nomads_battlerobe|Nomad's Battlerobe|Vaeltajan Taisteluviitta|Veste de Batalha do Nômade|Битва кочевников.|游牧民戰袍|ノマドのバトルローブ|노매드의 전투 로브 (Nomad's Battlerobe)|Schlachtenrobe des Nomaden|Robe de combat de nomade|Túnica de Batalla del Nómada|Bitewna Szata Nomada
armors_marksmans_hunting_shroud|Marksman's Hunting Shroud|Jousimiehen Metsästysverho|Manto de Caça do Atirador|Охотничий саван стрелка|神射手狩獵罩衣|マークスマンのハンティングシュラウド|명사수의 사냥 망토 (Marksman's Hunting Shroud)|Kampfschleier des Marksman|Capuche de chasse de tireur d'élite|Sudario de Caza del Tirador|Myśliwska Zasłona Strzelca
armors_upis_sweetshirt|Upi's Sweetshirt|Upin Makea Paita|Suéter de Upi|Сладкая рубашка Юпи|烏皮的甜心衫|ユピのスウィートシャツ|우피의 달콤한 셔츠 (Upi's Sweetshirt)|Sweetshirt des Upi|Sweetshirt d'Upi|Sudadera de Upi|Słodka Koszulka Upi
armors_thunder_gladiators_armor|Thunder Gladiator's Armor|Ukkosgladiaattorin Panssari|Armadura do Gladiador do Trovão|Доспехи Громового Гладиатора|雷霆角鬥士鎧甲|サンダーグラディエーターのアーマー|천둥 검투사의 갑옷 (Thunder Gladiator's Armor)|Rüstung des Donnergladiatoren|Armure de tonnerre de gladiateur|Armadura del Gladiador del Trueno|Zbroja Gladiatora Gromu
armors_nobunagas_battle_cuirass|Nobunaga's Battle Cuirass|Nobunagan Taistelurintapanssari|Couraça de Batalha de Nobunaga|Боевая кираса Нобунаги|信長戰鬥胸甲|信長のバトルクイラス|노부나가의 전투 흉갑 (Nobunaga's Battle Cuirass)|Schlachtkürass des Nobunaga|Cuirasse de bataille de Nobunaga|Coraza de Batalla de Nobunaga|Bitewny Cuirass Nobunagi
armors_dantes_jacket|Dante's Jacket||Jaqueta de Dante|Куртка Данте|但丁夾克 |ダンテのジャケット|단테의 재킷 (Dante's Jacket)||Veste de Dante|Chaqueta de Dante|Kurtka Dantego
armors_lancers_chestplate|Lancer's Chestplate|Kilpiseivästäjän Rintapelti|Peitoral do Lanceiro|Нагрудный знак Улана|槍騎兵胸甲|ランサーズチェストプレート|창병의 흉갑 (Lancer's Chestplate)|Brustplatte des Lanzenreiters|Plastron de lancier|Peto de Lancero|Napierśnik Lancera
armors_demons_ribcage|Demon's Ribcage|Demonin Rintakehä|Caixa Torácica do Demônio|Грудная клетка Демона|惡魔胸腔|悪魔の胸郭|악마의 갈비갑 (Demon's Ribcage)|Brustkorb des Dämons|Cage thoracique de démon|Caja Torácica de Demonio|Klatka Demona
armors_sacred_robe|Sacred Robe|Pyhäviitta|Veste Sagrada|Священное Одеяние|神聖長袍|聖なるローブ|성스러운 로브 (Sacred Robe)|Heilige Robe|Robe sacrée|Túnica Sagrada|Święta Szata
armors_chestplate_of_fire|Chestplate of Fire|Liekkirintapelti|Peitoral de Fogo|Огненный нагрудник|火焰胸甲|炎のチェストプレート|불의 흉갑 (Chestplate of Fire)|Brennende Brustplatte|Plastron de feu|Peto de Fuego|Napierśnik Ognia
armors_lichbane|Lichbane|Kalmanriesa|Perdição de Lich|Личбейн|巫妖之禍|リヒベネ|리치베인 (Lichbane)|Lichbane|Fléau des liches|Perdición del Liche|Lichbane
armors_st_judas_hauberk|St. Jupe's Plate of Command||Placa do Comando de St. Jupe|Командный пункт Святого Юпа|聖朱佩統帥鎧甲|聖ジュープのコマンドプレート|성 쥬프의 지휘 판금 (St. Jupe's Plate of Command)||Haubert de St. Judas|Placa de Mando de San Jupe|Płyta Dowodzenia św. Jupe
armors_travelers_leather_jacket|Traveler's Leather Jacket|Matkustajan Nahkatakki|Jaqueta de Couro do Viajante|Кожаная куртка Путешественника|旅行者皮夾克|トラベラーズレザージャケット|여행자의 가죽 재킷 (Traveler's Leather Jacket)|Lederjacke für Reisende|Veste en cuir de voyageur|Chaqueta de Cuero del Viajero|Skórzana Kurtka Podróżnika
armors_gem_kings_garb|Gem King's Garb|Jalokivi Kuninkaan Panssari|Traje do Rei das Gemas|Одеяние Короля драгоценных камней|寶石王裝束|ジェムキングの服|보석 왕의 의복 (Gem King's Garb)|Gem King's Gewand|Habit du roi des gemmes |Atuendo del Rey de las Gemas|Strój Króla Klejnotów
armors_engineers_plated_vest|Engineer's Plated Vest|Insinöörin Panssaroitu Liivi|Colete Tático do Engenheiro|Жилет инженера с покрытием|工程師鍍金背心|エンジニアのメッキベスト|기술자의 판금 조끼 (Engineer's Plated Vest)|Überzogene Weste des Ingenieurs|Gilet plaqué d'ingénieur|Chaleco de Placas del Ingeniero|Płytowa Kamizelka Inżyniera
armors_vagabonds_wraps|Vagabond's Wraps|Kiertolaisen Rievut|Trapos do Vagabundo|Обертывания Бродяги|流浪者披風|バガボンドのラップ|방랑자의 망토 (Vagabond's Wraps)|Vagabonds Wraps|Vêtements de vagabond|Vendajes del Vagabundo|Owijacze Vagabonda
armors_flame_diviners_sanctum|Flame Diviner's Sanctum|Liekinjakajan Suoja|Santuário do Adivinho Flamejante|Святилище Огненного Прорицателя|烈焰占星者的聖堂|炎占い師の聖域|불꽃 점쟁이의 성소 (Flame Diviner's Sanctum)|Flammenwahrsagers Heiligtum|Sanctuaire de pyromancien|Santuario del Adivino de la Llama|Sanktuarium Proroka Płomieni
armors_bloodletters_plate_body|Blood-letter's Plate Body|Blood-letter's Plate Body|Placa do Flebotomista|Тело Пластины кровавого письма|放血者板甲|ブラッドレターのプレートボディ|피의 편지지 판금 몸통 (Blood-letter's Plate Body)|Blood-letter's Plate Body|Armure de plates de gravesang|Placa del Sangrador|Płytowy Korpus Krwiopuszczacza
armors_venoms_ribcage|Venom's Ribcage|Venomin Rintakehä|Caixa Torácica Envenenada|Грудная клетка Венома|毒液肋骨|ヴェノムの胸郭|맹독의 갈비갑 (Venom's Ribcage)|Venoms Brustkorb|Cage thoracique de venom|Caja Torácica de Veneno|Klatka Żebra Venoma
armors_shield_bearers_plated_armor|Shield Bearer's Plated Armor|Kilvenkäyttäjän Panssari|Peitoral do Portador do Escudo|Покрытая Доспехами Щитоносца|持盾者板甲|シールドベアラーのプレートアーマー|방패병의 판금 갑옷 (Shield Bearer's Plated Armor)|Schildträger-Rüstung|Armure de plates de porteur de bouclier|Armadura de Placas del Portaescudo|Płytowa Zbroja Niosącego Tarczę
armors_juggernauts_glorious_plate|Juggernaut's Glorious Plate|Pysäyttämätön Voiman Mahtava Haarniska|Placa Gloriosa do Juggernaut|Великолепная тарелка Джаггернаута|主宰的光榮板甲|ジャガーノートの栄光のプレート|저거너트의 영광스러운 판금 (Juggernaut's Glorious Plate)|Juggernauts herrlicher Teller|Harnois glorieux de juggernaut|Placa Gloriosa del Juggernaut|Chwalebna Płyta Juggernauta
armors_justiciars_thunder_armor|Justiciar's Thunder Armor|Oikeuttajan Ukkospanssari|Armadura de Trovão do Justiceiro|Громовые доспехи Юстициария|審判者雷霆鎧甲|司法長官のサンダーアーマー|정의의 천둥 갑옷 (Justiciar's Thunder Armor)|Justiciars Donnerrüstung|Armure de tonnerre de justicier|Armadura de Trueno del Justiciero|Zbroja Gromu Justiciara
armors_lost_masters_platemail|Lost Master's Platemail|Kadonneen Mestarin Peltipanssari|Armadura de Placas do Mestre Perdido|Электронная почта потерянного Хозяина|失落大師板甲|ロストマスターのプレートメール|잃어버린 마스터의 판금 (Lost Master's Platemail)|Platemail des verlorenen Meisters|Armure du maître d'armes|Cota de Placas del Maestro Perdido|Płytowa Zbroja Zagubionego Mistrza
armors_earth_shapers_body|Earth Shaper's body|Maanmuokkaajan Keho|Corpo do Modelador de Terras|Тело Формирователя Земли|造地者之軀|アースシェイパーの体|대지 조각가의 몸통 갑옷 (Earth Shaper's body)|Körper des Erdformers|Corps de l'élémen'terre|Cuerpo del Moldeador de Tierra|Ciało Kształtującego Ziemię
armors_plunderers_jacket|Plunderer's Jacket|Ryövärin Jakku|Jaqueta do Saqueador|Куртка грабителя|掠奪者夾克|プランダラのジャケット|약탈자의 재킷 (Plunderer's Jacket)|Plündererjacke|Veste de pilleur|Chaqueta del Saqueador|Kurtka Rabusia
armors_valkyries_battle_rainment|Valkyrie's Battle Raiment|Valkyrie's Battle Raiment|Vestimenta de Batalha da Valquíria|Боевое облачение Валькирии|瓦爾基里戰鬥服裝|ヴァルキリーのバトルレイメント|발키리 전투 의복 (Valkyrie's Battle Raiment)|Valkyrie's Battle Raiment|Vêtements de combat de valkyrie|Atuendo de Batalla de la Valquiria|Bitewna Szata Walkirii
armors_hazmat_suit|Hazmat Suit|Hazmat puku|Traje Hazmat|Защитный Костюм|危險品防護服|ハズマットスーツ|방호복 (Hazmat Suit)|Gefahrgutanzug|Combinaison hazmat|Traje Antirriesgo|Kombinezon Hazmat
armors_molten_steel_cataphract|Molten Steel Cataphract|Sulan teräksen katafrakti|Catafractário de Aço Derretido|Катафракт из расплавленной Стали|融鐵全覆裝甲|モルテン・スチール・カタフラクト|용암 강철 카타프락트 (Molten Steel Cataphract)|Geschmolzener Stahl Kataphrakt|Cataphractaire d'acier en fusion|Catafracta de Acero Fundido|Stopiony Stalowy Kataphrakt
armors_tropical_storm|Tropical Storm|Trooppinen myrsky|Tempestade Tropical|Тропический шторм|熱帶風暴|トロピカルストーム|열대 폭풍 (Tropical Storm)|Tropensturm|Tempête tropicale|Tormenta Tropical|Tropikalny Sztorm
armors_magic_imbued_frozen_plate|Magic-Imbued Frozen Plate|Taikuudella varustettu jäädytetty platemail|Placa Congelada Imbuída de Magia|Замороженная Тарелка, Пропитанная Магией|魔法冰凍甲|魔法をかけられたフローズンプラテメール|마법 주입된 얼어붙은 판금 (Magic-Imbued Frozen Plate)|Gefrorene Platemail mit Magie-Imprägnierung|Armure de plate gelée imprégnée|Placa Helada Imbuida en Magia|Magicznie Nasączona Zamarznięta Płyta
