[enemies]|en|fi|pt|ru|zh|ja|ko|de|fr|sp|pl
e_chilling_marksman_2|Frosted Sharpshooter|Huurteinen tarkka-ampuja|Atirador da Geada|Матовый Снайпер|霜寒狙擊手|氷結の射手|프로스트 샤프슈터|Frostiger Scharfschütze|Tireur d'élite givré|Francotirador Escarchado|Oszroniony Snajper
e_chilling_marksman_3|White Death|Valkoinen kuolema|Morte Branca|Белая Смерть|白色死神|白い死神|화이트 데스|Weißer Tod|Mort blanche|Muerte Blanca|Biała Śmierć
e_ogre_warrior_1|Ogre Warrior|Örö-soturi|Ogro Guerreiro|Воин - Людоед|食人魔戰士|オーガの戦士|오우거 워리어|Oger-Krieger|Guerrier ogre|Guerrero Ogro|Wojownik Ogra
e_ogre_warrior_2|Ogre Champion|Örö-mestari|Ogro Campeão|Чемпион - Людоед|食人魔頭目|オーガチャンピオン|오우거 챔피언|Oger-Champion|Champion ogre|Campeón Ogro|Champion Ogra
e_ogre_warrior_3|Battle Warchief|Taistelun sotapäällikkö|Chefe Guerreiro de Batalha|Боевой Вождь|戰鬥大酋長|戦の大将|배틀 워치프|Kampf-Kriegshäuptling|Chef de bataille|Jefe de Guerra de Batalla|Wódz Bitewny
e_amazon_spear_1|Amazon Warrior|Amazonin soturi|Guerreira Amazona|Воин - Амазонка|亞馬遜戰士|アマゾンの戦士|아마존 워리어|Amazon-Krieger|Guerrière amazone|Guerrera Amazona|Amazonka Wojowniczka
e_amazon_spear_2|Tribal Commander|Heimokomentaja|Comandante Tribal|Командир племени|部落指揮官|部族の指揮官|트라이벌 커맨더|Stammesführer|Commandant de tribu|Comandante Tribal|Dowódca Plemienny
e_amazon_spear_3|Amazon Matriarch|Amazonin matriarkka|Amazona Matriarca|Матриарх Амазонки|亞馬遜女首領|アマゾンの母長|아마존 마트리아크|Amazon-Matriarchin|Matriarche|Amazona Matriarca|Matriarchini Amazonek
e_unholy_monstrosity_1|Unholy Monstrosity|Epäpyhä hirviö|Monstruosidade Profana|Нечестивое Чудовище|邪惡怪物|邪悪なる怪異|언홀리 몬스트로시티|Unheilige Monstrosität|Monstruosité impie|Monstruosidad Profana|Nieświęta Potworność
e_unholy_monstrosity_2|Malevolent Anomaly|Pahantahtoinen poikkeama|Anomalia Malevolente|Зловещая Аномалия|邪惡異象|悪意の異常体|말레볼런트 어노말리|Bösartige Anomalie|Anomalie malveillante|Anomalía Malévola|Złośliwa Anomalia
e_unholy_monstrosity_3|Satanic Mutation|Saatanallinen mutaatio|Mutação Satânica|Сатанинская Мутация|撒旦變異|サタニック変異体|사탄 뮤테이션|Satanische Mutation|Mutation satanique|Mutación Satánica|Sataniczna Mutacja
e_crypt_skeleton_1|Fallen Trooper|Langennut Sotilas|Soldado Caído|Упавший Солдат|墮落士兵|堕ちた兵士|폴른 트루퍼|Gefallener Soldat|Soldat déchu|Soldado Caído|Upadły Żołnierz
e_crypt_skeleton_2|Moldy Champion|Homeinen Mestari|Campeão Mofado|Заплесневелый Чемпион|發黴頭目|カビたチャンピオン|몰디 챔피언|Schimmeliger Champion|Champion moisi|Campeón Mohoso|Champion Pleśni
e_crypt_skeleton_3|Fallen Legion|Langennut Legioona|Legião Caída|Павший Легион|墮落軍團|堕ちた軍団|폴른 리전|Gefallene Legion|Légionnaire déchu|Legión Caída|Upadły Legion
e_crypt_archer_1|Fallen Archer|Langennut Jousimies|Arqueiro Caído|Павший Лучник|墮落弓箭手|堕ちた射手|폴른 아처|Gefallener Bogenschütze|Archer déchu|Arquero Caído|Upadły Łucznik
e_crypt_archer_2|Moldy Legion|Homeinen Legioona|Legião Mofada|Заплесневелый Легион|發黴軍團|カビた軍団|몰디 리전|Schimmelige Legion|Légionnaire moisi|Legión Mohosa|Pleśniowy Legion
e_crypt_archer_3|Decaying Marksman|Rappeutuva Tarkka-ampuja|Arqueiro Decadente|Разлагающийся Стрелок|腐爛神射手|腐敗の狙撃手|디케이잉 마크스맨|Verwesender Schütze|Tireur d'élite en décomposition|Tirador en Descomposición|Rozkładający Się Strzelec
e_crypt_doll_1|Crypt Doll|Kryptinukke|Boneca da Cripta|Кукла из Склепа|地宮偶人|地下墓の人形|크립트 돌|Gruftpuppe|Poupée de la crypte|Muñeca de la Cripta|Lalka Kryptowa
e_crypt_doll_2|Devil Child|Paholaisen Lapsi|Filho do Diabo|Дьявольское Дитя|惡魔魔童|悪魔の子|데빌 차일드|Teufelskind|Enfant du diable|Hijo del Diablo|Diabelskie Dziecko
e_crypt_doll_3|Demon's Offspring|Demonin Jälkeläinen|Filho do Demônio|Отпрыск демона|惡魔幼崽|悪魔の末裔|데몬 오프스프링|Dämonennachwuchs|Progéniture du démon|Vástago del Demonio|Potomstwo Demona
e_scavenger_1|Cave Scavenger|Luolaraadonkerääjä|Carniceiro da Caverna|Пещерный Падальщик|洞穴食腐者|洞窟のスカベンジャー|케이브 스캐빈저|Höhlenplünderer|Charognard des cavernes|Carroñero de Caverna|Jaskiniowy Padlinożerca
e_scavenger_2|Mine Lurker|Kaivoksen Väijyjä|Espreitador da Mina|Мой Подстерегающий|礦井潛伏者|鉱山の潜伏者|마인 럴커|Minenlauerer|Rôdeur de mine|Acechador de Mina|Czający Się w Kopalni
e_scavenger_3|Swamp Lurker|Suon Väijyjä|Espreitador do Pântano|Болотный Прячущийся|沼澤潛伏者|沼地の潜伏者|스웜프 럴커|Sumpflauerer|Rôdeur des marais|Acechador del Pantano|Czający Się na Bagnach
e_cyclops_ghost_1|Ghostly Brute|Aavemainen Eläin|Bruto Fantasmagórico|Призрачная Скотина|幽靈狂暴者|幽霊のブルート|고슬리 브루트|Geisterhaftes Tier|Brute fantôme|Bruto Fantasmal|Widmowy Brutal
e_cyclops_ghost_2|Haunting Giant|Kummittava Jättiläinen|Gigante Assombrado|Преследующий Гигант|作祟巨靈|彷徨う巨人|하운ティング 자이언트|Spukender Riese|Géant hanté|Gigante Embrujado|Nawiedzony Gigant
e_cyclops_ghost_3|Spectral Colossus|Aavemainen Kolossi|Colosso Espectral|Призрачный Колосс|幽體巨像|幽体の巨像|스펙트럴 콜로서스|Spektraler Koloss|Colosse spectral|Coloso Espectral|Widmowy Kolos
e_zombie_pyramid_1|Rotten Corpse|Mädäntynyt Ruumis|Corpo Podre|Сгнивший Труп|腐爛軀殼|腐敗した死体|로튼 코프스|Verrottende Leiche|Cadavre pourri|Cadáver Podrido|Zgniły Trup
e_zombie_pyramid_2|Tomb Horror|Haudan Kauhu|Horror da Tumba|Ужас Гробницы|驚懼陵墓|墓の恐怖|톰 호러|Grabschrecken|Horreur de la tombe|Horror de Tumba|Horror Grobu
e_zombie_pyramid_3|Rotting Nightmare|Mädäntyvä Painajainen|Pesadelo Apodrecido|Гниющий Кошмар|腐敗夢魘|腐る悪夢|로팅 나이트메어|Verrottender Albtraum|Putréfacteur de cauchemar|Pesadilla Podrida|Gnijący Koszmar
e_royal_skeleton_1|Skeleton Knight|Luurankoritari|Cavaleiro Esqueleto|Рыцарь - Скелет|骷髏騎士|骸骨の騎士|스켈레톤 나이트|Skelettritter|Chevalier squelette|Caballero Esqueleto|Rycerz Szkielet
e_royal_skeleton_2|Royal Guard|Kuninkaallinen Kaartinvartija|Guarda Real|Королевская гвардия|皇家衛士|王家の護衛|로열 가드|Königliche Wache|Garde royale|Guardia Real|Królewska Straż
e_royal_skeleton_3|Undead Commander|Epäkuolleiden Komentaja|Comandante Morto-vivo|Командир Нежити|亡靈指揮官|アンデッド指揮官|언데드 커맨더|Untoter Kommandant|Commandant mort-vivant|Comandante No-muerto|Dowódca Nieumarłych
e_legion_skeleton_1|Skeletal Legion|Luurankolegioona|Legião Esquelética|Легион Скелетов|骷髏軍團|骸骨軍団|스켈레탈 리전|Skelettlegion|Légionnaire squelettique|Legión Esquelética|Legion Szkieletów
e_legion_skeleton_2|Rattling Bonelord|Kolaava Luulordi|Rei dos Ossos Barulhento|Гремящий Повелитель Костей|響骨之王|ガラガラ鳴る骨王|랏틀링 본로드|Klappernder Knochenlord|Chef des os cliquetant|Señor de Huesos Crepitante|Grzechoczący Władca Kości
e_legion_skeleton_3|Hulking Skullster|Kova Kallomies|Crânio Pesado|Неуклюжий Скулстер|龐然骷髏者|巨大なスカルスター|헐킹 스컬스터|Massiver Schädelster|Sculpteur de crânes|Cráneo Macizo|Potężny Czaszkożerca
e_royal_archer_1|Rattling Archer|Kolaava Jousimies|Arqueiro Barulhento|Грохочущий Лучник|響骨弓箭手|ガラガラ鳴る射手|랏틀링 아처|Klappernder Bogenschütze|Archer cliquetant|Arquero Crepitante|Grzechoczący Łucznik
e_royal_archer_2|Royal Arrowskull|Kuninkaallinen Nuolikalo|Arqueiro Real|Королевский Череп Стрелы|皇家矢骨|王家の矢頭蓋|로열 애로우스컬|Königlicher Pfeilschädel|Lance-crânes royal|Cráneo de Flecha Real|Królewska Czaszka Strzał
e_royal_archer_3|King's Skullguard|Kuninkaan Kallosuoja|Guarda Esquelética do Rei|Королевский страж черепа|帝王骸骨衛士|王の頭蓋守り|킹스 스컬가드|Königlicher Schädelwächter|Garde-crânes royal|Guardia Cráneo del Rey|Strażnik Czaszki Króla
e_legion_archer_1|Legion Marksman|Legionin Tarkka-ampuja|Arqueiro da Legião|Стрелок Легиона|軍團神射手|軍団の狙撃手|리전 마크스맨|Legionsschütze|Tireur d'élite de la Légion|Tirador de la Legión|Strzelec Legionu
e_legion_archer_2|Hulking Archer|Kova Jousimies|Arqueiro Pesado|Неуклюжий Лучник|龐然弓箭手|巨大な射手|헐킹 아처|Massiver Bogenschütze|Archer de Hulking|Arquero Macizo|Potężny Łucznik
e_legion_archer_3|Bony Deadshot|Luullinen Kuollut Laukaus |Ossudo Tiro-certo|Костлявый Дэдшот|白骨神射手|骨のデッドショット|보니 데드샷|Knochenloser Volltreffer|Tireur d'élite osseux|Tirador Certero Huesudo|Kościany Snajper
e_fearsEssence_1|Fear’s Essence|Pelon olemus|Essência do Medo|Сущность страха|恐懼精華|恐怖のエッセンス|피어스 에센스|Essenz der Angst|Essence de la peur|Esencia del Miedo|Esencja Strachu
e_fearsEssence_2|Spectral Harbringer|Aavemainen airue|Arauto Espectral|Призрачный Преследователь|幽靈先兆者|霊的先触れ|스펙트럴 하르빙거|Spektraler Vorbote|Annonciateur spectral|Heraldo Espectral|Widmowy Herold
e_fearsEssence_3|Reaper of Seven Sins|Seitsemän synnin viikatemies|Ceifador dos Sete Pecados|Жнец семи грехов|七宗罪收割者|七つの罪の死神|리퍼 오브 세븐 신즈|Ernter der sieben Sünden|Faucheur des sept péchés|Segador de los Siete Pecados|Żniwiarz Siedmiu Grzechów
e_lurkingShadow_1|Lurking Shadow|Viettelevä varjo|Sombra Espreitante|Притаившаяся Тень|潛伏暗影|潜伏する影|러킹 섀도우|Lauernder Schatten|Ombre tapie|Sombra Acechante|Czający Się Cień
e_lurkingShadow_2|Eclipse Assassin|Pimennyssalamurhaaja|Assassino do Eclipse|Убийца из Затмения|日蝕刺客|蝕の暗殺者|이클립스 어새신|Attentäter der Finsternis|Assassin de l'éclipse|Asesino del Eclipse|Zabójca Zaćmienia
e_lurkingShadow_3|Shade of Eternal Night|Ikuisen yön varjo|Sombra da Noite Eterna|Тень Вечной ночи|永夜陰影|永遠の夜の影|쉐이드 오브 이터널 나이트|Schatten der ewigen Nacht|Ombre de la nuit éternelle|Sombra de la Noche Eterna|Cień Wiecznej Nocy
e_maskOfTerror_1|Mask of Terror|Kauhun naamio|Máscara do Terror|Маска ужаса|恐懼面具|恐怖の仮面|마스크 오브 테러|Maske des Schreckens|Masque de terreur|Máscara del Terror|Maska Terroru
e_maskOfTerror_2|Visage of the Damned|Kirotun kasvot|Rosto dos Condenados|Облик Проклятого|受詛者面容|呪われた顔|비사쥬 오브 더 댐드|Antlitz der Verdammten|Visage des damnés|Rostro de los Condenados|Oblicze Potępionych
e_maskOfTerror_3|Cursed Veil of Torment|Kirottu kidutuksen huntu|Véu Amaldiçoado da Tormenta|Проклятая Завеса Мучений|折磨詛咒面紗|苦悶の呪いのヴェール|커스드 베일 오브 토르먼트|Verfluchter Schleier der Qual|Voile maudit du supplice|Velo Maldito del Tormento|Przeklęta Zasłona Męki
e_shadowLegion_1|Shadow Legion|Varjolegioonan|Legião das Sombras|Теневой Легион|暗影軍團|影の軍団|섀도우 리전|Schattenlegion|Légionnaire de l'ombre|Legión de las Sombras|Cienisty Legion
e_shadowLegion_2|Dreadlord of Shadows|Varjojen kauhuherra|Senhor do Medo Sombrio|Повелитель Ужаса Теней|暗影恐懼魔王|影の恐怖の主|드레드로드 오브 섀도우|Schreckenslord der Schatten|Seigneur des ombres|Señor del Terror Sombrío|Władca Cieni Grozy
e_shadowLegion_3|Souldbound Shade|Sieluun sidottu varjo|Sombra Vinculada à Alma|Бездушная Тень|魂縛暗影|魂縛の影|소울바운드 쉐이드|Seelengebundener Schatten|Ombre liée à l'âme|Sombra Ligada al Alma|Widmo Związane Duszą
e_lurkingHorror_1|Lurking Horror|Viettelevä kauhu|Horror Espreitador|Затаившийся Ужас|潛伏驚懼|潜伏する恐怖|러킹 호러|Lauernder Schrecken|Horreur tapie|Horror Acechante|Czający Się Horror
e_lurkingHorror_2|Cauflax Horror|Cauflaxin kauhu|Horror de Cauflax|Кошмар из Кауфлакса|考弗拉克絲驚懼|カウフラックスの恐怖|카우플렉스 호러|Cauflax Horror|Horreur de Cauflax|Horror de Cauflax|Horror Cauflax
e_lurkingHorror_3|Rotting Tombwalker|Mätääntyvä haudankulkija|Caminhante Podre da Tumba|Гниющий Могильщик|腐爛陵墓行者|腐る墓の徘徊者|로팅 톰워커|Verrottender Grabwandler|Marcheur de tombeau pourri|Caminante Podrido de Tumba|Gnijący Wędrowiec Grobu
e_rottingMummy_1|Rotting Mummy|Mätääntyvä muumio|Múmia Apodrecida|Гниющая Мумия|腐爛木乃伊|腐敗したミイラ|로팅 뮤미|Verrottende Mumie|Momie pourrie|Momia Podrida|Gnijąca Mumia
e_rottingMummy_2|Decaying Offspring|Rappeutuva jälkeläinen|Filho Apodrecida|Разлагающееся Потомство|腐爛幼崽|腐る末裔|디케이잉 오프스프링|Verwesender Nachwuchs|Rejeton en décomposition|Vástago en Descomposición|Rozkładające Się Potomstwo
e_rottingMummy_3|Defiling Carcass|Saastuttava ruho|Carcaça Contaminada|Осквернение Туши|穢敗軀殼|穢れた死体|디파일링 카르카스|Schändlicher Kadaver|Carcasse souillée|Cadáver Contaminante|Profanujące Truchło
e_tombWarrior_1|Tomb Warrior|Haudan soturi|Guerreiro da Tumba|Могильный Воин|陵墓戰士|墓の戦士|톰 워리어|Grabkrieger|Guerrier de la tombe|Guerrero de Tumba|Wojownik Grobu
e_tombWarrior_2|Cauflax Guard|Cauflaxin vartija|Guarda de Cauflax|Защита из Кауфлакса|考弗拉克絲衛士|カウフラックスの守衛|카우플렉스 가드|Cauflax-Wächter|Garde de Cauflax|Guardia de Cauflax|Strażnik Cauflax
e_tombWarrior_3|Cursed Commander|Kirottu komentaja|Comandante Amaldiçoado|Проклятый Командир|受詛指揮官|呪われた指揮官|커스드 커맨더|Verfluchter Kommandant|Commandant maudit|Comandante Maldito|Przeklęty Dowódca
e_scorchingArcher_1|Scorching Archer|Polventava jousimies|Arqueiro Abrasador|Обжигающий Лучник|灼熱弓箭手|灼熱の射手|스코르칭 아처|Sengender Bogenschütze|Archer brûlant|Arquero Abrasador|Piekący Łucznik
e_scorchingArcher_2|Fleshmelter|Lihansulattaja|Derrete-carne|Плавильщик плоти|融肉者|肉を溶かす者|플레시멜터|Fleischschmelzer|Fondeur de chair|Derritecarne|Topiący Ciało
e_scorchingArcher_3|Spellburned Marksman|Lumottu tarkka-ampuja|Arqueiro Enfeitiçado|Обожженный Заклинаниями Стрелок|咒灼神射手|呪焼の狙撃手|스펠번드 마크스맨|Zauberverbrannter Schütze|Tireur d'élite brûlé par la magie|Tirador Quemado por Hechizo|Spalony Zaklęciem Strzelec
e_darkKnight_1|Dark Knight|Pimeän ritari|Cavaleiro das Trevas|Темный Рыцарь|黑暗騎士|ダークナイト|다크 나이트|Dunkler Ritter|Chevalier noir|Caballero Oscuro|Mroczny Rycerz
e_darkKnight_2|Unholy Templar|Epäpyhä temppeliherra|Templário Profano|Нечестивый Тамплиер|邪惡聖殿騎士|邪悪なる聖騎士|언홀리 템플러|Unheiliger Templer|Templier impie|Templario Profano|Nieświęty Templariusz
e_darkKnight_3|Reanimated Knight|Henkeenherätetty ritari|Cavaleiro Reanimado|Оживший Рыцарь|復甦騎士|再生の騎士|리애니메이티드 나이트|Wiederbelebter Ritter|Chevalier réanimé|Caballero Reanimado|Ożywiony Rycerz
e_fearsEmbodiment_1|Fear’s Embodiment|Pelon ruumiillistuma |Personificação do Medo|Воплощение страха|恐懼化身|恐怖の具現|피어스 엠보디먼트|Verkörperung der Angst|Incarnation de la peur|Encarnación del Miedo|Wcielenie Strachu
e_fearsEmbodiment_2|Faces of Destruction|Tuhoamisen kasvot|Faces da Destruição|Грани разрушения|毀滅面相|破壊の面々|페이시즈 오브 디스트럭션|Gesichter der Zerstörung|Visages de la destruction|Rostros de la Destrucción|Oblicza Zniszczenia
e_fearsEmbodiment_3|Doomsday Prophecy|Tuomiopäivän ennustus|Profecia do Apocalipse|Пророчество О Конце Света|末日預言|終末の預言|둠스데이 프로페시|Weltuntergangsprophezeiung|Prophétie du jugement dernier|Profecía del Apocalipsis|Przepowiednia Dnia Sądu
e_paganPreacher_1|Pagan Preacher|Pakanallinen saarnaaja|Pregador Pagão|Языческий проповедник|異教傳道者|異教の伝道者|페이건 프리쳐|Heidnischer Prediger|Prédicateur païen|Predicador Pagano|Pogański Kaznodzieja
e_paganPreacher_2|Exalted Priest|Ylistetty pappi|Padre Exaltado|Возвышенный Священник|崇高祭司|崇高なる司祭|엑설티드 프리스트|Erhabener Priester|Prêtre exalté|Sacerdote Exaltado|Wyniesiony Kapłan
e_paganPreacher_3|Fallen Saint|Langennut pyhimys|Santo Caído|Падший Святой|墮落聖徒|堕ちた聖人|폴른 세인트|Gefallener Heiliger|Saint déchu|Santo Caído|Upadły Święty
e_sacrilegiousLegion_1|Sacrilegious Legion|Pyhäinhäväistävä legioona|Legião do Sacrilégio|Святотатственный Легион|褻瀆軍團|冒涜の軍団|새크릴리지어스 리전|Sakrilegische Legion|Légionnaire profane|Legión Sacrílega|Świętokradczy Legion
